#,Código,Endereço,Bairro,Latitude,Longitude,Foto,Croqui
941,MER-028,"Rua Marcelino Champagnat, 710 - Mercês",Mercês,"-25,428439","-49,294276",Ver foto,ver croqui
942,MER-029,"Rua Alferes Ângelo Sampaio, 3000 - Mercês",Mercês,"-25,428587","-49,291604",Ver foto,ver croqui
943,MER-030,"Rua Padre Anchieta, 1118 - Mercês",Mercês,"-25,42946","-49,290619",Ver foto,ver croqui
944,MER-031,Praça da Ucrânia - Bigorrilho,Mercês,"-25,430219","-49,292566",Ver foto,ver croqui
945,MER-032,"Rua Padre Anchieta, 1754 - Bigorrilho",Mercês,"-25,431784","-49,296369",Ver foto,ver croqui
946,MER-033,"Rua Padre Anchieta, 680 - Mercês",Mercês,"-25,427839","-49,28643",Ver foto,ver croqui
947,MER-034,"Rua Desembargador Vieira Cavalcanti, 1192 - Mercês",Mercês,"-25,420024","-49,289721",Ver foto,ver croqui
948,MER-035,"Rua Visconde de Nacar, 294 - Mercês",Mercês,"-25,42581","-49,281265",Ver foto,ver croqui
949,MER-036,"Avenida Manoel Ribas, 766 - Mercês",Mercês,"-25,421949","-49,28636",Ver foto,ver croqui
950,MER-037,Rua Romano Bertagnoli - Mercês,Mercês,"-25,422862","-49,304443",Ver foto,ver croqui
951,MER-040,Rua Visconde do Rio Branco - Mercês,Mercês,"-25,422442","-49,284666",Ver foto,ver croqui
952,MER-041,"Rua Visconde do Rio Branco, 456 - Mercês",Mercês,"-25,42645","-49,282928",Ver foto,ver croqui
953,MER-042,"Rua Visconde do Rio Branco, 585 - Mercês",Mercês,"-25,427399","-49,282354",Ver foto,ver croqui
954,MER-043,"Rua Tenente João Gomes da Silva, 95 - Mercês",Mercês,"-25,421443","-49,287384",Ver foto,ver croqui
955,MER-044,"Alameda Princesa Izabel, 339 - Mercês",Mercês,"-25,429423","-49,281384",Ver foto,ver croqui
956,MER-045,"Rua Visconde do Rio Branco, 969 - Mercês",Mercês,"-25,430452","-49,280983",Ver foto,ver croqui
957,MER-046,"Rua Tapajós, 133 - Mercês",Mercês,"-25,421613","-49,281818",Ver foto,ver croqui
958,MER-048,"Rua Fernando Simas, 1785 - Mercês",Mercês,"-25,420678","-49,293975",Ver foto,ver croqui
959,MER-049,"Rua Pedro Nolasko Pizzatto, 474 - Mercês",Mercês,"-25,424518","-49,298673",Ver foto,ver croqui
960,MER-050,"Rua Humberto Bevervanso, 149 - Bigorrilho",Mercês,"-25,425829","-49,302301",Ver foto,ver croqui
961,MER-051,"Rua Humberto Bevervanso, 149 - Bigorrilho",Mercês,"-25,425798","-49,302318",Ver foto,ver croqui
962,MER-052,"Rua Professor Lýcio Grein de Castro Vellozo, 628 - Mercês",Mercês,"-25,4203","-49,295497",Ver foto,ver croqui
963,MER-053,"Rua Visconde de Nacar, 468 - Mercês",Mercês,"-25,426863","-49,280667",Ver foto,ver croqui
964,MER-054,"Alameda Júlia da Costa, 273 - Mercês",Mercês,"-25,427992","-49,280202",Ver foto,ver croqui
965,MER-055,"Alameda Princesa Izabel, 237 - Mercês",Mercês,"-25,428807","-49,27983",Ver foto,ver croqui
966,MER-056,"Alameda Augusto Stellfeld, 593 - Centro",Mercês,"-25,43008","-49,279223",Ver foto,ver croqui
967,MER-057,"Rua Professora Ephigênia do Rego Barros, 733 - Mercês",Mercês,"-25,427041","-49,291054",Ver foto,ver croqui
968,MER-058,"Avenida Manoel Ribas, 1154 - Mercês",Mercês,"-25,422597","-49,290231",Ver foto,ver croqui
969,MER-059,Avenida Manoel Ribas - Mercês,Mercês,"-25,422148","-49,291576",Ver foto,ver croqui
970,MER-060,"Avenida Manoel Ribas, 1831 - Mercês",Mercês,"-25,417938","-49,293939",Ver foto,ver croqui
971,MER-061,Mercês,Mercês,"-25,418832","-49,293517",Ver foto,ver croqui
972,MER-062,"Avenida Manoel Ribas, 2181 - Mercês",Mercês,"-25,41612","-49,296133",Ver foto,ver croqui
973,MER-063,"Avenida Manoel Ribas, 2475 - Mercês",Mercês,"-25,415574","-49,298918",Ver foto,ver croqui
974,MER-064,"Avenida Manoel Ribas, 2569 - Mercês",Mercês,"-25,41565","-49,300189",Ver foto,ver croqui
975,MER-065,"Avenida Manoel Ribas, 2639 - Mercês",Mercês,"-25,41566","-49,300673",Ver foto,ver croqui
976,MER-066,"Avenida Manoel Ribas, 966 - Mercês",Mercês,"-25,422155","-49,287752",Ver foto,ver croqui
977,MER-067,Avenida Manoel Ribas - Mercês,Mercês,"-25,422215","-49,28811",Ver foto,ver croqui
978,MER-068,"Alameda Prudente de Moraes, 940 - Centro",Mercês,"-25,430188","-49,282439",Ver foto,ver croqui
979,MER-069,"Rua Marcelino Champagnat, 602 - Mercês",Mercês,"-25,427053","-49,294222",Ver foto,ver croqui
980,MER-070,"Avenida Cândido Hartmann, 497 - Bigorrilho",Mercês,"-25,431258","-49,291694",Ver foto,ver croqui
981,MER-071,"Avenida Cândido Hartmann, 481 - Bigorrilho",Mercês,"-25,431404","-49,29127",Ver foto,ver croqui
982,MER-072,"Avenida Manoel Ribas, 2330 - Vista Alegre",Mercês,"-25,415608","-49,297615",Ver foto,ver croqui
983,MER-073,"Avenida Manoel Ribas, 2004 - Vista Alegre",Mercês,"-25,416766","-49,294703",Ver foto,ver croqui
984,MER-074,"Avenida Manoel Ribas, 2132 - Vista Alegre",Mercês,"-25,415999","-49,295676",Ver foto,ver croqui
985,MER-075,"Rua Alcides Munhoz, 433 - Mercês",Mercês,"-25,422247","-49,291151",Ver foto,ver croqui
986,MER-076,"Avenida Manoel Ribas, 1360 - Mercês",Mercês,"-25,421843","-49,291865",Ver foto,ver croqui
987,MER-077,"Avenida Manoel Ribas, 1681 - Mercês",Mercês,"-25,419088","-49,293361",Ver foto,ver croqui
988,MER-078,"Avenida Manoel Ribas, 1800 - Mercês",Mercês,"-25,418608","-49,293416",Ver foto,ver croqui
989,MER-079,Avenida Manoel Ribas - Mercês,Mercês,"-25,421212","-49,292083",Ver foto,ver croqui
990,MER-080,"Rua Alcides Munhoz, 620 - Mercês",Mercês,"-25,420259","-49,292517",Ver foto,ver croqui
991,MER-081,"Avenida Manoel Ribas, 1636 - Mercês",Mercês,"-25,419511","-49,292964",Ver foto,ver croqui
992,MER-082,"Avenida Manoel Ribas, 2410 - Vista Alegre",Mercês,"-25,415316","-49,298284",Ver foto,ver croqui
993,MER-083,"Avenida Manoel Ribas, 2262 - Vista Alegre",Mercês,"-25,415762","-49,296985",Ver foto,ver croqui
994,MER-084,"Alameda Prudente de Moraes, 1101 - Centro",Mercês,"-25,431412","-49,281842",Ver foto,ver croqui
995,MER-085,"Alameda Presidente Taunay, 1148 - Bigorrilho",Mercês,"-25,429847","-49,28808",Ver foto,ver croqui
996,MER-086,"Rua Brigadeiro Franco, 987 - Centro",Mercês,"-25,430418","-49,283705",Ver foto,ver croqui
997,MER-087,"Rua Brigadeiro Franco, 1145 - Centro",Mercês,"-25,431799","-49,283052",Ver foto,ver croqui
998,MER-088,"Rua Padre Agostinho, 2009 - Bigorrilho",Mercês,"-25,43131","-49,29852",Ver foto,ver croqui
999,MER-089,"Rua Visconde do Rio Branco, 1095 - Centro",Mercês,"-25,431457","-49,28043",Ver foto,ver croqui
1000,MER-090,"Rua Professor Fernando Moreira, 195 - Centro",Mercês,"-25,430833","-49,280613",Ver foto,ver croqui
1001,MER-091,"Rua Brigadeiro Franco, 1017 - Centro",Mercês,"-25,430868","-49,283499",Ver foto,ver croqui
1002,MER-092,"Rua Alferes Ângelo Sampaio, 2792 - Bigorrilho",Mercês,"-25,43025","-49,290716",Ver foto,ver croqui
1003,MER-093,"Rua Capitão Souza Franco, 706 - Bigorrilho",Mercês,"-25,432443","-49,292074",Ver foto,ver croqui
1004,MER-094,"Rua Capitão Souza Franco, 758 - Bigorrilho",Mercês,"-25,431706","-49,292444",Ver foto,ver croqui
1005,MER-095,"Rua Capitão Souza Franco, 820 - Bigorrilho",Mercês,"-25,431273","-49,292532",Ver foto,ver croqui
1006,MER-096,Rua Dom Alberto Gonçalves - Mercês,Mercês,"-25,422521","-49,283299",Ver foto,ver croqui
1007,MER-097,"Avenida Manoel Ribas, 1537 - Mercês",Mercês,"-25,420341","-49,293308",Ver foto,ver croqui
1008,MER-099,"Rua Francisco Rocha, 1543 - Bigorrilho",Mercês,"-25,432823","-49,294727",Ver foto,ver croqui
1009,MER-100,"Rua Francisco Rocha, 1629 - Bigorrilho",Mercês,"-25,432071","-49,295012",Ver foto,ver croqui
1010,MER-101,"Rua Francisco Rocha, 1823 - Bigorrilho",Mercês,"-25,430621","-49,295945",Ver foto,ver croqui
1011,MER-102,"Rua Padre Agostinho, 1756 - Bigorrilho",Mercês,"-25,430213","-49,296328",Ver foto,ver croqui
1012,MER-103,"Rua Jacarezinho, 920 - Mercês",Mercês,"-25,421853","-49,291555",Ver foto,ver croqui
1013,MER-104,Rua Professor Lýcio Grein de Castro Vellozo - Mercês,Mercês,"-25,425708","-49,293201",Ver foto,ver croqui
1014,MER-105,"Rua Euclides da Cunha, 1557 - Bigorrilho",Mercês,"-25,431746","-49,299491",Ver foto,ver croqui
1015,MER-106,"Rua Professora Ephigênia do Rego Barros, 733 - Mercês",Mercês,"-25,428012","-49,290664",Ver foto,ver croqui
1016,MER-107,"Rua Padre Agostinho, 2055 - Bigorrilho",Mercês,"-25,43148","-49,298904",Ver foto,ver croqui
1017,MER-108,"Rua Padre Agostinho, 2213 - Bigorrilho",Mercês,"-25,431911","-49,30004",Ver foto,ver croqui
1018,MER-109,"Rua Fernando Simas, 705 - Bigorrilho",Mercês,"-25,429566","-49,289834",Ver foto,ver croqui
1019,MER-111,"Rua Padre Anchieta, 2050 - Bigorrilho",Mercês,"-25,432889","-49,299233",Ver foto,ver croqui
1020,MER-112,"Rua Padre Anchieta, 2194 - Bigorrilho",Mercês,"-25,433276","-49,300367",Ver foto,ver croqui
1021,MER-113,"Rua Padre Anchieta, 2285 - Bigorrilho",Mercês,"-25,433875","-49,301142",Ver foto,ver croqui
1022,MER-114,"Alameda Prudente de Moraes, 220 - Mercês",Mercês,"-25,424242","-49,285386",Ver foto,ver croqui
1023,MER-115,"Rua Desembargador Isaías Beviláqua, 453 - Mercês",Mercês,"-25,424777","-49,286796",Ver foto,ver croqui
1024,MER-116,"Rua Desembargador Isaías Beviláqua, 618 - Mercês",Mercês,"-25,42513","-49,287769",Ver foto,ver croqui
1025,MER-117,"Rua General Aristides Athaýde Júnior, 702 - Bigorrilho",Mercês,"-25,431771","-49,297815",Ver foto,ver croqui
1026,MER-118,"Rua Professor Lýcio Grein de Castro Vellozo, 16 - Mercês",Mercês,"-25,425376","-49,29302",Ver foto,ver croqui
1027,MER-119,"Rua Desembargador Isaías Beviláqua, 708 - Mercês",Mercês,"-25,425536","-49,288992",Ver foto,ver croqui
1028,MER-120,"Avenida Cândido Hartmann, 575 - Bigorrilho",Mercês,"-25,430578","-49,292084",Ver foto,ver croqui
1029,MER-121,"Rua Brigadeiro Franco, 1069 - Centro",Mercês,"-25,43133","-49,283283",Ver foto,ver croqui
1030,MER-122,Alameda Júlia da Costa - Mercês,Mercês,"-25,429173","-49,282855",Ver foto,ver croqui
1031,MER-123,"Rua Frederico Cantarelli, 154 - Mercês",Mercês,"-25,428209","-49,29573",Ver foto,ver croqui
1032,MER-124,"Alameda Prudente de Moraes, 705 - Mercês",Mercês,"-25,428039","-49,283402",Ver foto,ver croqui
1033,MER-125,"Rua Padre Anchieta, 389 - Mercês",Mercês,"-25,426983","-49,283852",Ver foto,ver croqui
1034,MER-126,"Rua Padre Agostinho, 733 - Mercês",Mercês,"-25,426853","-49,286889",Ver foto,ver croqui
1035,MER-127,"Rua Júlia Wanderley, 1204 - Mercês",Mercês,"-25,426644","-49,296164",Ver foto,ver croqui
1036,MER-128,"Rua Padre Agostinho, 579 - Mercês",Mercês,"-25,426233","-49,285516",Ver foto,ver croqui
1037,MER-129,"Rua Júlia Wanderley, 1062 - Mercês",Mercês,"-25,42616","-49,294919",Ver foto,ver croqui
1038,MER-130,"Rua Desembargador Otávio do Amaral, 1377 - Mercês",Mercês,"-25,425089","-49,297146",Ver foto,ver croqui
1039,MER-131,"Rua Padre Agostinho, 195 - Mercês",Mercês,"-25,424715","-49,281876",Ver foto,ver croqui
1040,MER-132,"Rua Marcelino Champagnat, 244 - Mercês",Mercês,"-25,424532","-49,29228",Ver foto,ver croqui
1041,MER-133,"Rua Capitão Joseph Pereira Quevedo, 818 - Mercês",Mercês,"-25,423752","-49,299936",Ver foto,ver croqui
1042,MER-134,"Rua Pedro Nolasko Pizzatto, 174 - Mercês",Mercês,"-25,423403","-49,296095",Ver foto,ver croqui
1043,MER-135,"Rua Edmundo Saporski, 480 - Mercês",Mercês,"-25,423268","-49,298906",Ver foto,ver croqui
1044,MER-136,"Rua Pedro Nolasko Pizzatto, 39 - Mercês",Mercês,"-25,42319","-49,294485",Ver foto,ver croqui
1045,MER-137,"Rua Doutor Carlos de Paula Soares, 878 - Mercês",Mercês,"-25,423123","-49,301571",Ver foto,ver croqui
1046,MER-138,"Rua Desembargador Otávio do Amaral, 1620 - Mercês",Mercês,"-25,422919","-49,29794",Ver foto,ver croqui
1047,MER-139,"Rua Jacarezinho, 778 - Mercês",Mercês,"-25,422861","-49,29279",Ver foto,ver croqui
1048,MER-140,"Rua General Agostinho Pereira Alves Filho, 284 - Mercês",Mercês,"-25,422764","-49,30045",Ver foto,ver croqui
1049,MER-141,"Rua Capitão Joseph Pereira Quevedo, 452 - Mercês",Mercês,"-25,422551","-49,296524",Ver foto,ver croqui
1050,MER-142,"Rua Doutor Carlos de Paula Soares, 640 - Mercês",Mercês,"-25,422318","-49,299378",Ver foto,ver croqui
1051,MER-143,"Rua José Nogarolli, 20 - Mercês",Mercês,"-25,422251","-49,303052",Ver foto,ver croqui
1052,MER-144,"Rua Doutor Carlos de Paula Soares, 502 - Mercês",Mercês,"-25,421911","-49,298133",Ver foto,ver croqui
1053,MER-145,"Rua Luiz Manzochi, 176 - Mercês",Mercês,"-25,421902","-49,30215",Ver foto,ver croqui
1054,MER-146,"Rua Fernando Simas, 1680 - Mercês",Mercês,"-25,42162","-49,293391",Ver foto,ver croqui
1055,MER-147,"Rua General Agostinho Pereira Alves Filho, 430 - Mercês",Mercês,"-25,421485","-49,300944",Ver foto,ver croqui
1056,MER-148,"Rua Doutor Aluízio França, 225 - Mercês",Mercês,"-25,421457","-49,304961",Ver foto,ver croqui
1057,MER-149,"Rua Joaquim da Silva Sampaio, 766 - Mercês",Mercês,"-25,421446","-49,297082",Ver foto,ver croqui
1058,MER-150,"Rua Doutor Carlos de Paula Soares, 251 - Mercês",Mercês,"-25,421136","-49,295301",Ver foto,ver croqui
1059,MER-151,"Rua Romano Bertagnoli, 320 - Mercês",Mercês,"-25,421088","-49,299919",Ver foto,ver croqui
1060,MER-152,"Rua Raquel Prado, 111 - Mercês",Mercês,"-25,420942","-49,286353",Ver foto,ver croqui
1061,MER-153,"Rua Desembargador Otávio do Amaral, 1890 - Mercês",Mercês,"-25,420748","-49,298863",Ver foto,ver croqui
1062,MER-154,"Rua Joaquim da Silva Sampaio, 904 - Mercês",Mercês,"-25,420264","-49,297575",Ver foto,ver croqui
1063,MER-155,"Rua Nestor Lopes da Silva, 94 - Mercês",Mercês,"-25,420236","-49,296507",Ver foto,ver croqui
1064,MER-156,"Rua Alcides Munhoz, 1451 - Mercês",Mercês,"-25,419112","-49,300434",Ver foto,ver croqui
1065,MER-157,"Rua Paulo Martins, 633 - Mercês",Mercês,"-25,418647","-49,298846",Ver foto,ver croqui
1066,MER-158,"Rua Paulo Martins, 177 - Mercês",Mercês,"-25,418627","-49,295155",Ver foto,ver croqui
1067,MER-159,"Rua Paulo Martins, 760 - Mercês",Mercês,"-25,418433","-49,299962",Ver foto,ver croqui
1068,MER-160,"Rua Paulo Martins, 535 - Mercês",Mercês,"-25,418123","-49,297988",Ver foto,ver croqui
1069,MER-161,"Rua Professor Lýcio Grein de Castro Vellozo, 893 - Mercês",Mercês,"-25,418007","-49,296679",Ver foto,ver croqui
1070,NOV-001,"Rua 24 de Maio, 765 - Rebouças",A verificar,"-25,444118","-49,271122",Ver foto,ver croqui
1071,NOV-002,Avenida Sete de Setembro - Centro,A verificar,"-25,441188","-49,276448",Ver foto,ver croqui
1072,NOV-003,"Rua Brigadeiro Franco, 2300 - Centro",A verificar,"-25,441032","-49,276727",Ver foto,ver croqui
1073,NOV-004,"Avenida Sete de Setembro, 3165 - Rebouças",A verificar,"-25,440197","-49,269229",Ver foto,ver croqui
1074,NOV-005,"Avenida Sete de Setembro, 3165 - Rebouças",A verificar,"-25,439751","-49,267958",Ver foto,ver croqui
1075,NOV-006,"Avenida Sete de Setembro, 3165 - Rebouças",A verificar,"-25,439603","-49,269566",Ver foto,ver croqui
1076,NOV-007,"Avenida Sete de Setembro, 2775 - Rebouças",A verificar,"-25,438301","-49,268003",Ver foto,ver croqui
1077,NOV-008,Rua Conselheiro Laurindo - Rebouças,A verificar,"-25,436396","-49,262061",Ver foto,ver croqui
1078,NOV-009,"Avenida Sete de Setembro, 2453 - Rebouças",A verificar,"-25,436316","-49,26285",Ver foto,ver croqui
1079,NOV-010,Estrada de Ferro Paraná;Linha Curitiba - Ponta Grossa - Rebouças,A verificar,"-25,435945","-49,260399",Ver foto,ver croqui
1080,NOV-011,Avenida Presidente Affonso Camargo - Rebouças,A verificar,"-25,435867","-49,261571",Ver foto,ver croqui
1081,NOV-012,"Rua Doutor Faivre, 1423 - Jardim Botânico",A verificar,"-25,435471","-49,25811",Ver foto,ver croqui
1082,NOV-013,Rua Pedro Ivo - Centro,A verificar,"-25,434794","-49,272084",Ver foto,ver croqui
1083,NOV-014,"Rua Tibagi, 740 - Centro",A verificar,"-25,433306","-49,262375",Ver foto,ver croqui
1084,NOV-015,"Rua Voluntários da Pátria, 547 - Centro",A verificar,"-25,431059","-49,276694",Ver foto,ver croqui
1085,NOV-016,"Rua XV de Novembro, 217 - Centro",A verificar,"-25,430942","-49,27192",Ver foto,ver croqui
1086,NOV-017,Rua Mariano Torres - Centro,A verificar,"-25,430628","-49,262336",Ver foto,ver croqui
1087,NOV-018,"Rua Benjamin Constant, 386 - Centro",A verificar,"-25,429118","-49,261223",Ver foto,ver croqui
1088,NOV-019,"Rua Tibagi, 137 - Centro",A verificar,"-25,428126","-49,264544",Ver foto,ver croqui
1089,NOV-020,"Rua Amintas de Barros, 93 - Centro",A verificar,"-25,427494","-49,26488",Ver foto,ver croqui
1090,NOV-021,"Rua Luiz Leão, 391 - Centro",A verificar,"-25,425541","-49,26596",Ver foto,ver croqui
1091,NOV-023,"Rua Euzébio da Motta, 450 - Juvevê",A verificar,"-25,414668","-49,262399",Ver foto,ver croqui
1092,NOV-024,"Avenida João Gualberto, 1573 - Juvevê",A verificar,"-25,414043","-49,25975",Ver foto,ver croqui
1093,NOV-025,"Avenida João Gualberto, 1605 - Juvevê",A verificar,"-25,41374","-49,25948",Ver foto,ver croqui
1094,NOV-026,"Rua Deputado Mário de Barros, 826 - Juvevê",A verificar,"-25,413522","-49,261549",Ver foto,ver croqui
1095,NOV-027,"Avenida Paraná, 111 - Cabral",A verificar,"-25,409349","-49,255463",Ver foto,ver croqui
1096,NOV-028,"Rua São Pedro, 169 - Cabral",A verificar,"-25,408984","-49,255108",Ver foto,ver croqui
1097,NOV-029,"Avenida Paraná, 254 - Cabral",A verificar,"-25,408534","-49,254239",Ver foto,ver croqui
1098,PAR-028,"Rua Alferes Poli, 2051 - Parolin",Parolin,"-25,453657","-49,265308",Ver foto,ver croqui
1099,PAR-029,"Avenida Presidente Kennedy, 953 - Parolin",Parolin,"-25,456755","-49,268772",Ver foto,ver croqui
1100,PAR-030,"Rua Lamenha Lins, 2353 - Parolin",Parolin,"-25,455976","-49,267908",Ver foto,ver croqui
1101,PAR-031,"Avenida Presidente Kennedy, 547 - Parolin",Parolin,"-25,454349","-49,266084",Ver foto,ver croqui
1102,PAR-032,"Avenida Presidente Kennedy, 431 - Parolin",Parolin,"-25,453768","-49,265435",Ver foto,ver croqui
1103,PAR-033,"Avenida Presidente Kennedy, 293 - Parolin",Parolin,"-25,453042","-49,264614",Ver foto,ver croqui
1104,PAR-034,"Rua Toni Boso, 23 - Parolin",Parolin,"-25,451646","-49,263079",Ver foto,ver croqui
1105,PAR-035,"Avenida Presidente Kennedy, 35 - Parolin",Parolin,"-25,451017","-49,26239",Ver foto,ver croqui
1106,POR-017,"Avenida Presidente Kennedy, 3855 - Portão",Portão,"-25,475358","-49,289469",Ver foto,ver croqui
1107,POR-018,"Rua Eduardo Carlos Pereira, 3390 - Portão",Portão,"-25,476045","-49,289118",Ver foto,ver croqui
1108,POR-022,"Rua Engenheiro Niepce da Silva, 139 - Portão",Portão,"-25,471275","-49,292741",Ver foto,ver croqui
1109,POR-023,"Rua Engenheiro Niepce da Silva, 369 - Portão",Portão,"-25,471102","-49,290854",Ver foto,ver croqui
1110,POR-032,"Avenida dos Estados, 1211 - Portão",Portão,"-25,469296","-49,28897",Ver foto,ver croqui
1111,POR-040,"Avenida República Argentina, 2300 - Portão",Portão,"-25,466346","-49,292283",Ver foto,ver croqui
1112,POR-041,Rua Carmen Maito Stinglin - Portão,Portão,"-25,467008","-49,292985",Ver foto,ver croqui
1113,POR-042,"Rua Francisco Frischmann, 2479 - Portão",Portão,"-25,467951","-49,293618",Ver foto,ver croqui
1114,POR-043,"Rua Professora Doracy Cesarino, 49 - Portão",Portão,"-25,47004","-49,294495",Ver foto,ver croqui
1115,POR-044,"Avenida República Argentina, 3258 - Portão",Portão,"-25,474883","-49,293458",Ver foto,ver croqui
1116,POR-045,"Avenida República Argentina, 3430 - Portão",Portão,"-25,476566","-49,29293",Ver foto,ver croqui
1117,POR-046,"Avenida República Argentina, 3142 - Portão",Portão,"-25,473922","-49,293906",Ver foto,ver croqui
1118,POR-049,"Avenida Presidente Kennedy, 4121 - Portão",Portão,"-25,477615","-49,291825",Ver foto,ver croqui
1119,POR-054,"Avenida República Argentina, 3000 - Portão",Portão,"-25,472872","-49,294441",Ver foto,ver croqui
1120,POR-055,"Avenida República Argentina, 2955 - Portão",Portão,"-25,472083","-49,294294",Ver foto,ver croqui
1121,POR-059,"Avenida República Argentina, 3307 - Portão",Portão,"-25,475171","-49,293044",Ver foto,ver croqui
1122,POR-062,"Rua Eduardo Carlos Pereira, 3001 - Portão",Portão,"-25,47318","-49,29043",Ver foto,ver croqui
1123,POR-063,"Avenida República Argentina, 2848 - Portão",Portão,"-25,471179","-49,294527",Ver foto,ver croqui
1124,POR-069,Rua Levino Schier - Portão,Portão,"-25,476234","-49,291381",Ver foto,ver croqui
1125,POR-085,"Avenida Presidente Kennedy, 4121 - Portão",Portão,"-25,477112","-49,291206",Ver foto,ver croqui
1126,POR-086,"Avenida República Argentina, 3373 - Portão",Portão,"-25,475756","-49,292639",Ver foto,ver croqui
1127,POR-096,"Rua Arion Niepce da Silva, 57 - Portão",Portão,"-25,469184","-49,29317",Ver foto,ver croqui
1128,POR-098,"Rua Eduardo Carlos Pereira, 3211 - Portão",Portão,"-25,474345","-49,289806",Ver foto,ver croqui
1129,POR-109,"Rua Engenheiro Arthur Bettes, 121 - Portão",Portão,"-25,468379","-49,291287",Ver foto,ver croqui
1130,POR-110,"Rua Morretes, 296 - Portão",Portão,"-25,468933","-49,290291",Ver foto,ver croqui
1131,POR-111,Rua Morretes - Portão,Portão,"-25,46803","-49,292523",Ver foto,ver croqui
1132,POR-120,"Rua Luiz Parigot de Souza, 10 - Portão",Portão,"-25,475512","-49,293257",Ver foto,ver croqui
